Partnumber,Package,Value,Tolerance
0272230450,SO16,CG570,
8905504760,,5uH,
8900470420,0309,232k,1%
8902934630,,220nF,20%
8900131140,1206,6.19k,1%
8900316138,0309,26.7R,1%
8902001020,0805,330pF,20%
8900301330,0207,3.3R,5%
8902980510,,10nF,20%
8909014868,SO8,TJA1021AT/0Z,
8901009030,,10m,1%
8900132558,0805,100k,1%
8905506320,0102,499R,0.5%
8903701778,C,22uF,10%
1267368048,0805,6.2k,1%
1271390208,,undefined,
8901009031,,50m,1%
8909B0724101,TQFN-28 (5mmx6mm),MPQ73351GQJTE001,
8900131141,1206,6.81k,1%
8905506321,0102,487R,0.5%
8909B0745401,VQFN-HR -14,LM61440AASQRJRRQ,
8909016429,6.5.x 6.9,22uH,
890900884101,SOT23,BC807-40H,
890901142301,BGA144,IMX623-AADV,
1267368049,0805,3.83k,1%
8905509181,0603,33.2k,0.5%
8900470421,0309,237k,1%
890900930801,"6,3x7,7",150uF,20%
8900443911,0414,91R,0.5%
890901538401,BGM1573B 65x65mm,QAM-8650P-3-BGM1,
8900301331,0207,33R,5%
8900634691,0204,866k,1%
8902001021,0805,1pF,5%
8909B0661001,SOP 16,W25H512JVFSM,
8909014869,TSOT23*6,FDC5661N-F085,
8900316139,0309,27.4R,1%
8902222329,,2.2nF,20%
8909B0577501,5.6mmx5.2mmx2.8mm,3.3uH,
8900623821,0922,82R,5%
8900643471,0411,47R,5%
890900713001,T2016,26MHz,2ppm
8909B0520801,VQFN24,CAXC8T245QRHLRQ1,
8900633219,0204,15.4R,1%
8902934631,,330nF,20%
8900629659,0204,402k,1%
8909B0541701,,,
8909B0752701,WQFN-16,ADS7138QRTERQ1,
8909003701E1,LQFP144,R7F701337EAFP#YK,
0261C17722,,,
8900643472,0411,470R,5%
8902934632,,470nF,20%
8909003732,CPT3,R8002CNDHZGTL,
8909B04642,SOT23,PBSS4041NT,
8905504762,HY_FUER-HYBRID-SG,uPD70F3441W-CAR,
8905509182,0603,34.8k,0.5%
8900131142,1206,7.5k,1%
8902001022,0805,1.2pF,5%
8901009032,,100m,1%
8900634692,0204,887k,1%
8900443912,0414,910R,0.5%
6002JE0152,STECKERLEISTE,74122-0040,
8900301332,0207,330R,5%
8900470422,0309,243k,1%
8900623822,0922,820R,5%
890900713002,T2016,26MHz,2ppm
8902934633,,680nF,20%
8905504763,2512,11m,1%
8900643473,0411,4.7k,5%
8905506323,0102,3.16k,0.5%
8909003733,HY_,UJA1076AU/5V0/WD,
8900634693,0204,909k,1%
8900470423,0309,249k,1%
8905509183,0603,38.3k,0.5%
8902001023,0805,1.5pF,5%
8900131143,1206,8.25k,1%
8902980513,,25nF,20%
8900301333,0207,3.3k,5%
8900443913,0414,9.1k,0.5%
8900623823,0922,8.2k,5%
8900131144,1206,10k,1%
8902001024,0805,1.8pF,5%
8902934634,,1uF,20%
890901142304,BGA144,IMX623-AADV ES4(,
8900443914,0414,91k,0.5%
8900623824,0922,82k,5%
8900301334,0207,33k,5%
0272230454,PSO36,CY140C0,
8900643474,0411,47k,5%
8905506324,0102,1.58k,0.5%
8900634694,0204,931k,1%
8909003734,TO252,BTS3060TF,
8900470424,0309,255k,1%
8905509184,0603,56.2k,0.5%
8909B04644,QFNW36,FSA646VMPX,
8901035344,,150R,5%
8905504764,0204,8.87k,0.5%
8902001025,0805,2.2pF,5%
8900470425,0309,261k,1%
8900623825,0922,820k,5%
8900643475,0411,470k,5%
0272230455,SOIC16,CC750 (SPI-TO-CA,
8905509185,0603,61.9k,0.5%
8902934635,,1.5uF,20%
8909003735,0402,24.9k,1%
8905504765,HY_FUER-HYBRID-SG,CL220BB,
8900301335,0207,330k,5%
8909B04645,QFN48,RTL9000BF-VA-CG,
8900443915,0414,910k,0.5%
890901142305,BGA144,IMX623-AADV ES5(,
8900634695,0204,953k,1%
8905506325,0603,3.83k,0.5%
8902212136,,12pF,10%
8905509186,0603,63.4k,0.5%
8905506326,0603,4.64k,0.5%
8900470426,0309,267k,1%
8900623826,0922,8.2M,5%
8902934636,,2.2uF,20%
8900634696,0204,976k,1%
8901009036,,10m,1%
8902001026,0805,2.7pF,5%
8900301336,0207,3.3M,5%
890901142306,BGA144,IMX623-BADV-WR,
8905504766,SO8,L9700D-LF,
8909003736,0402,24.9k,1%
8900643476,0411,4.7M,5%
8909003737,LQFP,MM912F634DV1AE,
8900301337,0207,33M,5%
8902001027,0805,3.3pF,5%
8905506327,0603,20k,0.5%
8900470427,0309,274k,1%
8900131147,1206,13.3k,1%
8900643477,0411,47M,5%
8905509187,0603,64.9k,0.5%
0272230458,HIQUAD64,CY310-D,
1267368030,0805,121R,1%
8900470428,0309,280k,1%
8900633280,0204,66.5R,1%
8905506328,0603,38.3k,0.5%
8905B00740,,Metis 121 I/O`s,
8902001028,0805,3.9pF,5%
1267369120,,220uH,
8909003738,LQFP,MM912F634DV2AE,
8900316120,0309,17.4R,1%
8909B04648,SOIC 8,UCC27282QDRQ1,
8905509188,0603,68.1k,0.5%
8905405120,DO35,BAV20,
8909016410,TOPLED,LYT67F.01-V1AB-4,
8900131148,1206,14.7k,1%
8902222311,,2.2nF,50%
8909B0732001,SMD,TSM-102-01-S-DV-,
8737709509,,undefined,
8905509189,TSOP,IS64WV51216BLL-1,
8902001029,0805,4.7pF,5%
8909B04649,MKP65,0.15uF,10%
8900316121,0309,17.8R,1%
8905504769,HY_FUER-HYBRID-SG,UPD70F3440W-SESB,
8909B0592701,BGA,NE160,
8905506329,0603,68.1k,0.5%
8909003739,LQFP48,MM912H634DV1AE,
1267369121,,100uH,
890550299701,0402,200R,1%
8900633281,0204,68.1R,1%
8909014851,4.5x3.2x3.5mm(LxWxH),10uH,
8900470429,0309,287k,1%
8900232331,,33R,2%
8905B00741,,Metis 121 I/O`s,
8909B0648501,"THT 26,5x13x22 S=26,5)",330nF,10%
1036902061,STECKER,"S12B-XASK-1, SON",
8909B0564101,"10x16,5",560uF,20%
8901009039,,270m,1%
8909009551,9.5 x 21.5 x 5mm ( LxWxLead spacing),1F,30%
8902215172,,15pF,5%
8909B00352,TQFP144epad,CS926AASTEP,
8744404082,,87834-1411,
8909016412,TOPLED,LWTTSD-U2V2-FM0H,
8900633282,0204,69.8R,1%
8900232332,,330R,2%
8900316122,0309,18.2R,1%
8909B0564102,"10x16,5",560uF,20%
8909009552,NX3225SA,25MHz,
8905B00742,,CJ125 16 I/O`s,
1267369122,,51uH,
8909014852,10.1x10x6mm(LxWxH),100uH,
8909006773,HY_Bare-die,X3A-PMV450,
8909014853,30.5mm x 21.5mmx 29.5mm,370uH,
8900316123,0309,18.7R,1%
8905405123,DO35,BAY73,
8905B00743,,CJ125 16 I/O`s,
8902233203,,330pF,10%
8900232333,,3.3k,2%
8909016413,TOPLED,LCBTTSD-T2U2-5K5,
8902215173,,15pF,5%
8909B00353,,Klemmerand EPB 1,
8900633283,0204,71.5R,1%
1267369123,,220uH,
8905B00744,,CY335 50 I/O`s,
8909B00354,LQFP32,CF190,
8909006774,MAPBGA 257,SPC56HK70C3CAAR,
8909016414,TOPLED,LAT67F.01-ABBA-3,
1267368034,0805,5.62R,1%
1267369124,,68uH,
8909014854,EFD30.6,HT31X972ST,
8902215174,,15pF,5%
8900316124,0309,19.1R,1%
8900633284,0204,73.2R,1%
8902222314,,2.2nF,50%
8900232334,,33k,2%
8909006775,0603,FBBMH1608HM601-T,
8900633285,0204,75R,1%
1267369125,,47uH,
8902215175,,15pF,10%
8900316125,0309,19.6R,1%
8909014855,EFD30.6,HT31X944ST,
1267368035,0805,47.5R,1%
8905B00745,,CY335 50 I/O`s,
8909016415,TOPLED,LTTTSD-U1V2-4,
8900232335,,330k,2%
1267369126,,33uH,
8909016416,SOT363,S-LMUN5212DW1T1G,
8900316126,0309,20R,1%
8900633286,0204,76.8R,1%
8905B00746,,CAN & LIN 12 I/O,
8902233206,,330pF,10%
8902215176,,15pF,10%
8909006776,VQFN-48-31,TLE9842-2QX,
8909009556,,MX25V1635FM1R,
8909014856,,HFE80V-40/750-12,
8909B00356,,RRN7745P,
8903701766,,3.3uF,20%
8900232336,,3.3M,2%
1267368036,0805,3.3R,1%
8902222317,,2.2nF,50%
8909014857,,HFE80V-20C/750-1,
8909016417,SOT363,S-LMUN5312DW1T1G,
8900633287,0204,78.7R,1%
8905B00747,,CAN & LIN 12 I/O,
1267368037,0805,47.5R,1%
8900316127,0309,20.5R,1%
8909006777,SO8,TJA1044GT/3,
8909009557,,MX25V1635FM2R,
8909B00357,HY_HTSSOP32,UJA1076AU/5V0/WD,
1267369127,,220uH,
8900633288,0204,80.6R,1%
8900470410,0309,182k,1%
1270C30480,,undefined,
8909013440,PG-TSDSO-24-1,TLE9471-3ESV33,
1267369128,,330uH,
8900316128,0309,21R,1%
8909009558,,MX25L3233FM1R-08,
8905509170,0603,2.61k,0.5%
8909006778,TFBGA,MTFC8GACAENS-5M,
8902001010,0805,6.8pF,20%
8905B00748,LFCSP-32,ADuC7038BCP6Z62-,
8905705670,TO39,BSV16-16,
8905506310,TQFP32,STM8AH6146TD,
8909000140,,10nF,20%
1267368038,0805,196R,1%
8900131130,1206,2.74k,1%
8909014858,0402,0.68pF,0.1%
8909015000,0402,1.8pF,0.1%
8900106490,0204,140k,1%
8900428200,0414,2R,5%
8902222318,,2.2nF,10%
8905504750,,114uH,
8900634701,0204,1M,1%
8909016419,1210,(VDR),
890900532701,HY_Hybrid,ST130P3LH6D8,
890901348701,HVQFN36,TJA1103AHN,
8905705671,TO39,BSV16-16K,
890901532501,4 mm x 4 mm 24-lead LFCSP (QFN),AD3306WBCPZ-U5,
8909006779,QFN32,NCV97311,
8900106491,0204,143k,1%
1267368039,0805,215k,1%
8905504751,,B78311-P1986-A00,
890901285401,SOD128,FS1JZB SP HE3,
8909B0691501,FBGA200,IS46LQ32256B-062,
0272230461,HIQUAD64,CJ945,
8909000141,,220nF,20%
1267369129,,100uH,
8900633289,0204,82.5R,1%
8900131131,1206,2.87k,1%
8909013441,QFN40 6x6mm,CC2745R10-Q1,
8909009559,,MX25L3233FM2R-08,
8905506311,TQFP32,STM8AF6266TD,
8902001011,0805,10pF,20%
8909B0803001,SOIC8,A33220LOLATR,
8909B0663701,LFBGA-180,SAK-TC356TA-64F3,
890013238501,0603,46.4k,1%
8905509171,0603,3.48k,0.5%
8900470411,0309,187k,1%
8909015001,0402,47nH,
8909B0572001,SOT723,SZESD7205,
8900316129,0309,21.5R,1%
8900428201,0414,20R,5%
8902912141,,470nF,5%
8909013442,LGA 7.16x7.16mm,QPF5100Q,
8902934622,,10nF,20%
8905506312,TQFP32,STM8AH6166TD,
8909B04632,TQFN-EP-48,MAX96872GTM/V+T,
8909000142,,330nF,20%
8900131132,1206,3.16k,1%
8902001012,0805,15pF,20%
8900470412,0309,191k,1%
890013238502,0603,46.4k,1%
8900106492,0204,147k,1%
8905509172,0603,3.83k,0.5%
8905705672,TO39,BSV17-10,
8909015002,0402,0.1pF,0.1%
0272230462,MQFP64,CM152B,
8900428202,0414,200R,5%
8909015003,3.2x1.6x0.6mm(LxWxH),8m,1%
8902001013,0805,22pF,20%
8901035333,,47R,5%
8900470413,0309,196k,1%
8902934623,,15nF,20%
8905509173,0603,4.64k,0.5%
8909B04633,1206,10m,1%
8900106493,0204,150k,1%
8909013443,,FS2410,
8909000143,,470nF,20%
890901532503,4 mm x 4 mm 24-lead LFCSP (QFN),AD3306WBCSZ,
8900428203,0414,2k,5%
8900131133,1206,3.32k,1%
8905705673,TO39,SS2528-1,
8902934624,,22nF,20%
8900470414,0309,200k,1%
8909015004,,HT20X1068ST,
8909B04634,6.5 x 6.5 mm,4.7uH,
8900106494,0204,154k,1%
8902001014,0805,33pF,20%
8900428204,0414,20k,5%
8905509174,0603,5.62k,0.5%
8900131134,1206,3.48k,1%
8905705674,TO39,SS2528-2,
8909000144,,680nF,20%
8909000145,,1uF,20%
8902934625,,33nF,20%
8902001015,0805,47pF,20%
8900470415,0309,205k,1%
8905705675,TO39,SS2528-3,
8909015005,,HT16X1069ST,
8905509175,0603,8.25k,0.5%
8909003725,axial,1000uF,30%
8909013445,PPAK SO-8L,SQJ180EP-T2_GE3,
8909B04635,DFN1006,PMEG4002ELD,
2264487305,,Stecker 26pin,
8900428205,0414,200k,5%
8900131135,1206,3.83k,1%
8905506315,TSOP6,TLE4966K,
8900106495,0204,158k,1%
8900131136,1206,4.22k,1%
2264487306,,Stecker 38pol.,
86388E3736,,3-1734035-2,
8905705676,TO39,TH00256,
8909003726,axial,1000uF,30%
8900428206,0414,2M,5%
8905509176,0603,10k,0.5%
0272230466,QFP64,CY331,
8900470416,0309,210k,1%
8901009026,,10m,1%
8902934626,,47nF,20%
8909000146,,1.5uF,20%
8909B04636,HTQFP-64,SN65DSI86IPAPRQ1,
8902001016,0805,68pF,20%
8900106496,0204,162k,1%
3337605137,0204,8.25k,1%
8905509177,0603,14.7k,0.5%
8903470607,,47uF,50%
8902934627,,68nF,20%
1270E38497,,undefined,
8909000147,,2.2uF,20%
8902001017,0805,100pF,20%
8909003727,axial,1000uF,30%
8900106497,0204,165k,1%
8900470417,0309,215k,1%
8909B04637,BGA625,Tomahawk,
8900131137,1206,4.64k,1%
8909015007,,NSI6611ASC-Q1SWR,
8905506317,,V23138-C1005-A30,
8909006760,DO-214AA,P6SMB350A***,
8902934628,,100nF,20%
1267361600,0603,1k,1%
2264487308,,Stecker 38pol.,
8909003728,axial,1000uF,30%
8902002490,1206,2.2nF,20%
8905506318,0102,127R,0.5%
8909016480,0402,6.81k,0.1%
8902994500,,1nF,20%
8900633270,0204,52.3R,1%
8900316110,0309,13.7R,1%
8909B01090,ohne Gehaeuse,Kombinationsbond,
8905504758,,5uH,
8902001018,0805,150pF,20%
8900431680,0414,6.8R,2%
8909002290,,uPD70F3548M1GCA1,
8902211490,0805,3.3nF,10%
8900470418,0309,221k,1%
0272230468,PLCC44,CG850,
8905507790,0805,3.48k,1%
8909013448,32 TQFN-SW-EP,MAX96714GTJ/VY+,
8909015008,,HFE80V-40/450-12,
1274478100,,,
8900106498,0204,169k,1%
1267369110,,,
8900131138,1206,5.11k,1%
8905509178,0603,15k,0.5%
8909B04638,1008,330nH,
8928914880,TDFN,MAX8902BATA/V+,
8909003729,axial,1000uF,30%
8900470419,0309,226k,1%
1267361601,0603,2.74R,1%
8909000149,HTSSOP32,UJA1078ATW/5V0/W,
8909B0650301,QFN-40,RTL9010ARG-VA-CG,
8902946441,,470nF,20%
8909015009,,HFE80V-20C/450-1,
8928430231,10.4*10.4*4.8 mm,1500uH,
8909B0530601,QFN16,TPS62872QWRXSRQ1,
8905507791,0805,35.7k,1%
8909B0734701,11.5 X 13 X 1.3 mm,THGJFJT2T85BAB5,
8900131139,1206,5.62k,1%
8900633271,0204,53.6R,1%
8902001019,0805,220pF,20%
8902002491,1206,2.7nF,20%
8900431681,0414,68R,2%
8902934629,,150nF,20%
0272248108CA,QFN36,CG135CA_QFN36_RB,
1275502021,,undefined,
8902994501,,1.5nF,20%
8909B01091,1225,3R,1%
8905509179,0603,17.8k,0.5%
8909013449,56 TQFN-EP,MAX96757RGTN/V+,
8909016481,0402,68k,0.1%
8638803669,,HSAUTOLINK_II-A_,
8905504759,,5uH,
8909002291,1020,5m,1%
890901548201,64 TQFN-SW-EP,MAX96726AETB/Y+T,
0272230469,HIQUAD64,CJ840,
8900106499,0204,174k,1%
8905506319,0102,130R,0.5%
8900316111,0309,14R,1%
1267369111,,,
8909B04639,2520,40MHz,
8902994502,,2.2nF,20%
8900633272,0204,54.9R,1%
1037389232,,MC68HC05KX0 MDW,
8900316112,0309,14.3R,1%
8902002492,1206,3.3nF,20%
1267361602,0603,2.87k,1%
8903704062,,6.8uF,50%
8902211492,0805,4.7nF,10%
8909B0530602,QFN16,TPS62872Y1QWRXSR,
8909016482,0402,47k,0.1%
8905507792,0805,3.65k,1%
8909002292,,T7416/54,
8905503342,P-DSO-36-20,DUMMY,
8900431682,0414,680R,2%
1267369112,,100uH,
8905503343,LBGA80,M58BW016DB80ZA3F,
8905507793,0805,42.2k,1%
1270E44163,,undefined,
8909B01093,13.75 x 7.27 mm*,D2RZ01,
8909016483,0402,2.21k,0.1%
8909006763,DO-214AB (SMCJ),1.5SMC160A*,
8902994503,,3.3nF,20%
8902002493,1206,3.9nF,20%
8900633273,0204,56.2R,1%
8900431683,0414,6.8k,2%
8903704063,,10uF,50%
1267369113,,5.2uH,
8900316113,0309,14.7R,1%
1037389233,,MC68HC05KX0CDW/U,
0437S004ND,,undefined,
8909016484,0402,22.1k,0.1%
8909006764,0805,DPX201990DT-4051,
8902002494,1206,4.7nF,20%
1270E44164,,undefined,
8906189904,HY_FUER-HYBRID-SG,15000kHz,
1267361604,0603,30R,0.5%
8900316114,0309,15R,1%
8909002294,DPAK,STGD10HF60KD,
8902994504,,4.7nF,20%
8900431684,0414,68k,2%
8905B00734,BGA208,SAK-TC1387-392F1,
8900633274,0204,57.6R,1%
8903704064,,15uF,50%
8905507794,0805,422k,1%
1267369114,,51uH,
8909B01094,14.99 x 10.01 mm*,I2RZ01,
8902946445,,680nF,20%
1270E44165,,undefined,
8902994505,,6.8nF,20%
8909002295,SOD123W,PNS40010ER,
8903704065,,22uF,50%
8909016485,0402,3.92k,0.1%
8900316115,0309,15.4R,1%
8909006765,HY_FUER-HYBRID-SG,MLX80070AC,
8905507795,0805,46.4R,1%
1267361605,0603,51.1R,0.5%
8900633275,0204,59R,1%
8900431685,0414,680k,2%
8905B00735,BGA208,SAK-TC1387-392F1,
8902002495,1206,5.6nF,20%
8909B01096,,BxxxxxCxxxxA000,
1270E44166,,undefined,
1267361606,0603,1k,0.5%
8909002296,,42MHz,100ppm
8900316116,0309,15.8R,1%
8903704066,,33uF,50%
8905B00736,BGA208,SAK-TC1387-392F1,
8900633276,0204,60.4R,1%
8902994506,,10nF,20%
8902215166,,15pF,10%
8905507796,0805,470R,1%
1267369116,,330uH,
8909006766,0805,17.8R,1%
8906189906,HY_FUER-HYBRID-SG,10000kHz,
8905503346,HY_FUER-HYBRID-SG,MPC562REV.DKGD56,
8902002496,1206,6.8nF,20%
8909016486,0402,6.81k,0.1%
8928920006,VQFN 20 pins,HD3SS3212RKSRQ1,
8902994507,,15nF,20%
8909006767,SOT223,NSVBCP68T1G,
8900316117,0309,16.2R,1%
8900633277,0204,61.9R,1%
8902002497,1206,8.2nF,20%
8905507797,0805,4.7k,1%
1267361607,0603,2.61k,0.5%
8905503347,,ACAS0612,5%
8902215167,,15pF,2%
1267369117,,100uH,
1270E44167,,undefined,
8928920007,USON (10),TPD4E05U06DQAR,
8905B00737,BGA208,SAK-TC1387-392F1,
8909016487,0402,68k,0.1%
8906189907,SMD,8000kHz,
8903704067,,47uF,50%
8909002297,,37.125MHz,100ppm
8909B01097,MO-299A (TOLL),FDBL86361_F085,
8900316118,0309,16.5R,1%
8909B01098,,undefined,
8905507798,0805,47k,1%
8909017100,0402,22R,1%
3337605140,0204,undefined,
8909B04620,TSSOP20,MPS40S-SN05-01,
8909016488,0402,47k,0.1%
8909013430,0402,28.7k,1%
1267361608,0603,3.48k,0.5%
8900625440,0204,25.5k,1%
8909006768,SOT23-6,MAX6070BAUT41/V+,
8905405118,DO35,BAV20,
8902994508,,22nF,20%
8909002298,LQFP144,SPC5642LMLQ120,
8900131120,1206,1.33k,1%
8905506380,HY_FUER-HYBRID-SG,AD8210,
8905B00738,BGA208,SAK-TC1387-392F1,
8902215168,,15pF,10%
8903704068,,68uF,50%
8900470480,0309,976k,1%
8905509160,SOD123,MMSZ27T1G,
8906189908,SMD,10000kHz,
8900633278,0204,63.4R,1%
8902002498,1206,10nF,20%
8900316119,0309,16.9R,1%
8905506381,,ADXL203,
8900470481,0309,1M,1%
1267361609,0603,3.83k,0.5%
8902001081,1206,1pF,20%
8900625441,0204,26.1k,1%
8905507799,0805,4.87k,1%
8909017101,0402,1.8k,1%
8902994509,,33nF,20%
1267369119,,,
890900702501,SOD128,TPSMZ39A TG,
8909B0719301,WQFN (16),DAC53204RTER,
8902002499,1206,12nF,20%
8900633279,0204,64.9R,1%
8909006769,,SAK-TC397XA-256F,
8909000131,2512,330m,0.5%
890550784201,0805,1R,1%
8903704069,,100uF,50%
8909B0694001,0402,30k,0.1%
8909013431,0402,28.7k,1%
8902946449,,1uF,20%
8906189909,SMD,12000kHz,
890900879301,0402,4.64k,1%
8900131121,1206,1.47k,1%
890900654701,HLSSOP42,RAJ2510014HSP#YJ,
8909016489,0402,2.21k,0.1%
8909B04621,0603,4.7uF,20%
8905509161,LQFP32,STM8AH6146TDSSS,
8900521201,0617,20R,5%
8902215169,,15pF,5%
8909B04622,BGA96,IS46TR16128DL-10,
8909017102,0402,47R,5%
8909013432,0402,6.65k,1%
8900521202,0617,200R,5%
8905509162,LQFP32,STM8AH6146TCSSS,
8902001082,1206,1.5pF,20%
890900654702,HLSSOP42,RAJ2510014HSP#YJ,
8909003712,LQFP64,R5F10PLFK,
8905506382,2010,30m,1%
8900625442,0204,26.7k,1%
8638803532,,"Kyocera, 04-6288",
890900654703,HLSSOP42,RAJ2510014HSP#YJ,
8909000133,,15nF,20%
8902001083,1206,2.2pF,20%
8909013433,0402,6.65k,1%
8909017103,0402,12R,1%
8900131123,1206,1.78k,1%
8905509163,D2PAK,STB85NF55L,
8902912133,,220nF,5%
8909003713,0402,12.1k,0.1%
8905705663,TO39,BSV15-16K,
8902916603,,100nF,20%
8900625443,0204,27.4k,1%
8900521203,0617,2k,5%
8909B04623,SSOP*14,NCV47721,
8909013434,6.3x7.7,22uF,20%
8900625444,0204,28k,1%
8902001084,1206,3.3pF,20%
8909000134,,33nF,20%
1270C61074,,undefined,
890900654704,HLSSOP42,RAJ2510014HSP#YJ,
8909B04624,HVSON,TJA1462,
2264486604,,Stecker 0.8 (32),
8905509164,PG-DSO-14-40 EP,BTS5045-2EKA,
86388E3744,,2305987-1,
8905705664,TO39,BSV15-16,
8900521204,0617,20k,5%
8909017104,0402,180k,5%
0281C04624,,undefined,
8909003714,SOT143B,PRTR5V0U2AX,
8905506384,P-TO252-5-1,SPD08P06PG,
8902916604,,150nF,20%
8900131124,1206,1.8k,1%
890900654705,HLSSOP42,RAJ2510014HSP#YJ,
8613019715,,AMS14B-40MZ5-Y,
8905705665,TO39,BSV16-6,
8909003715,2512,10m,1%
8902001085,1206,4.7pF,20%
8909017105,0402,8.2k,1%
8900625445,0204,28.7k,1%
8905509165,PG-DSO-8-27 EP,BTS5045-1EJA,
8909000135,,47nF,20%
8901035325,,24R,5%
8900521205,0617,200k,5%
8900131125,1206,2k,1%
8909B04625,3.5x2.8x1.9 mm,100uF,20%
1036905085,CHIP (1206),99999.99R,5 %
8909013435,PG-SCT595-5,TLS105B0MB,
8902916605,,220nF,20%
8900521206,0617,2M,5%
8900131126,1206,2.15k,1%
8909000136,,1nF,20%
8902916606,,330nF,20%
8909003716,0402,21.5k,0.1%
890900654706,HLSSOP42,RAJ2510014HSP#YJ,
8909B04626,"BGA 1620, 16x20x1.2",MTFDHBL128TDQ-1A,
8909017106,0402,27R,5%
8905506386,MSOP8,AD8656WARMZ,
8909013436,FCBGA761+HS,SA-6150P-0-FCBGA,
8902001086,1206,6.8pF,20%
8905705666,TO39,BSV16-10,
8905509166,PG-DSO-14-40 EP,BTS5020-2EKA,
1036905086,CHIP (1206),99999.99R,5 %
8613019716,,2465670-1,
8900625446,0204,29.4k,1%
8900625447,0204,30.1k,1%
8900521207,0617,20M,5%
8909000137,,2.2nF,20%
8905509167,0603,30R,0.5%
8909003717,0402,1.37k,1%
8902916607,,470nF,20%
8905705667,TO39,BSV16-16,
8902001087,1206,10pF,20%
8902912137,,330nF,5%
8909017107,0402,220k,1%
8909B04627,7.3x4.3X1.9 mm,330uF,20%
1036905087,CHIP (1206),99999.99R,5 %
890900654707,HLSSOP42,RAJ2510014HSP#YJ,
8909013437,,0.01uF,10%
8902916608,,680nF,20%
8902001088,1206,15pF,20%
8905507800,0805,49.9k,1%
8909013438,QFN-23 (4mmx5mm),MPQ4371GVE-8000-,
8905405180,SOD57,BYX87,
8900625448,0204,30.9k,1%
8909002300,MAPBGA 257,SPC5674KF0MMM2 (,
8900316180,0309,73.2R,1%
8900633260,0204,41.2R,1%
8909B04628,56-TQFN-SW,MAX96751GTN/VY+,
8902814040,,6.8nF,2.5%
8909B03190,0402,46.4R,1%
8905509168,0603,51.1R,0.5%
8905422040,SOT23,BZX84-C6V8/DG/B2,
8902212118,0603,330pF,10%
8905705668,TO39,BSV16-6,
8909016470,12.7x9.70x5.80mm(LxWxH),ALTWR-G01TF,
8909000138,,4.7nF,20%
8902222370,,2.2nF,10%
8905506388,TQFP128,CS920AB/UM13AB,
8909017108,0402,120R,1%
1267369140,,,
8909003718,HTSSOP16,LM20144QMHE,
890900654709,HLSSOP42,RAJ2510014HSP#YK,
8902814041,,220pF,5%
8905705669,TO39,BSV16-10,
8909017109,0402,120R,1%
8905422041,SOT23,BZX84-C9V1/DG/B2,
890900442001,HY_0402,20R,5%
8905506389,,330uF,20%
8928110889,0201,100nF,10%
1270KE0209,,1270KE0209,
8909003719,SOT-23,TPS3813I50-Q1,
890013276101,0402,681k,1%
0272248108BA,QFN36,CG135BA_QFN36_RB,
8900633261,0204,42.2R,1%
8905503331,HY_FUER-HYBRID-SG,CS245DC-STEP,
8900316181,0309,75R,1%
8905509169,0603,1k,0.5%
890901578901,0603,1.5nF,5%
0274B04219,"LGA 7,5x7,5",SMI850 C1-Sample,
8909006751,HY_Hybrid,WH-267,
8900131129,1206,2.61k,1%
890900746801,BGA24,W25Q128JVBKQ CS,
8909000139,,6.8nF,20%
8900625449,0204,31.6k,1%
8909013439,,8uF,10%
8902001089,1206,22pF,20%
8909B0559301,WQFN-40,DS160PR410RNQR,
8909B03191,0402,464R,1%
8905507801,0805,511k,1%
8909002302,SOIC8,MLX90367ABS_S,
8905507802,0805,5.36k,1%
8905422042,SOT23,BZX84-C39/DG/B3,
8909006752,0805,3.01k,1%
8902814042,,330pF,5%
1267369142,,14uH,
8909B03192,0402,475R,1%
0272248108BB,QFN36,CG135BB_QFN36_RB,
8900633262,0204,43.2R,1%
8900316182,0309,76.8R,1%
8905B00722,,4.7uH,
890900746802,BGA24,W25Q128JVBIQ Ind,
8909016472,3225,8MHz,
8900633263,0204,44.2R,1%
8905507803,0805,53.6k,1%
8905503333,,330uF,30%
8909006753,0805,3.01k,1%
8902946433,,220nF,20%
8900316183,0309,78.7R,1%
0272248108BC,QFN36,CG135BC_QFN36_RB,
8905422043,SOT23,BZX84-C68/DG/B3,
8909002303,TSSOP16,MLX90367ABS_T,
8909016473,0402,6pF,8.3%
8902814043,,470pF,5%
8909B03193,0402,5.11k,1%
1267369143,,,
8909016474,0402,1uF,10%
8900633264,0204,45.3R,1%
8909B03194,0402,5.62k,1%
8902814044,,680pF,5%
1267369144,,,
8909006754,T-PBGA-24b05/6mm x 8mm,N25Q064A13E12A0F,
8900316184,0309,80.6R,1%
8909002304,SO8,TJA1027T/20/1,
8905507804,0805,5.6k,1%
8909002305,LQFP80,R7F701A023AFP#KA,
1267369145,,22uH,
8909B03195,0402,50m,1%
8900316185,0309,82.5R,1%
8900633265,0204,46.4R,1%
8905507805,0805,562R,1%
8909006755,UBGA169 (MO-275 Variation: FFAA-1),10M02SCU169A7,
8902814045,,1nF,5%
8902814046,,1.5nF,5%
1267331306,T1-3/4-5MM,SFH314-3,
8909002306,HY_FUER-HYBRID-SG,TJA1043U,
8905503336,,2.7mF,
8900316186,0309,84.5R,1%
8905507806,0805,56.2k,1%
8909006756,T-PBGA-24b05/6mm x 8mm,N25Q256A13E12A0F,
8900633266,0204,47.5R,1%
8905405186,SOD57,S179D,
8909B03196,0402,56.2k,1%
